name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceType,sourceWorkbook,sourceSheet,sourceRow,confidence
Shower Fixture / Arm,K-7397,,,,,ea,,,,,66.58,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,840 | 854 | 809,high
Shower Fixture / Arm  K-7397-CP 66.583 Ferguson  2025-11-13 00:00:00 0.0,K-7397,,Ferguson,Shower Fixture / Arm  K-7397-CP 66.583 Ferguson  2025-11-13 00:00:00 0.0,Plumbing,ea,,,,,66.58,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,288 | 225 | 1289,high
Shower Fixures / Valve,K-8304,,,,,ea,,,,,126.02,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,838 | 856 | 807,high
Shower Fixures / Valve  K-8304-KS-NA 126.016 Ferguson 2025-11-13 00:00:00 0.0,K-8304,,Ferguson,Shower Fixures / Valve  K-8304-KS-NA 126.016 Ferguson 2025-11-13 00:00:00 0.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx,Sheet1,1282 | 1290,high
Shower Valve,K-8304,,,,,ea,,,,,126.02,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,641 | 613,high
Shower Valve K-8304-KS-NA 126.016 Ferguson  2025-11-19 00:00:00 1.0 0.0,K-8304,,Ferguson,Shower Valve K-8304-KS-NA 126.016 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,126.02,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,268 | 196,high
Shower Handheld Slide Bar,K-8524,,,,,ea,,,,,338.27,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,683 | 654,high
Shower Handheld Slide Bar  K-8524-BN  338.272 Ferguson  2025-11-19 00:00:00 1.0 0.0,K-8524,,Ferguson,Shower Handheld Slide Bar  K-8524-BN  338.272 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,338.27,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,280 | 217,high
Kohler Shower Base 36x34,K-8644,,,,,ea,,,,,525.28,https://www.homedepot.com/p/KOHLER-Rely-36-in-L-x-34-in-W-Alcove-Shower-Pan-Base-with-Center-Drain-in-White-K-8644-0/315752376,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,540 | 514,high
Kohler Shower Drain,K-9132,,,,,ea,,,,,127.52,https://www.fergusonhome.com/kohler-k-9132/s567087?uid=176032,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,541 | 515,high
Shower Breaker Vacuum,K-9660,,,,,ea,,,,,75.77,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,621 | 593,high
Shower Breaker Vacuum  K-9660-2MB 75.768 Ferguson  2025-11-19 00:00:00 1.0 0.0,K-9660,,Ferguson,Shower Breaker Vacuum  K-9660-2MB 75.768 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,75.77,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,264 | 191,high
Shower Vacumn,K-9660,,,,,ea,,,,,47.50,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,841 | 857 | 810,high
Shower Vacumn  K-9660-CP  47.5 Ferguson  2025-11-13 00:00:00 0.0,K-9660,,Ferguson,Shower Vacumn  K-9660-CP  47.5 Ferguson  2025-11-13 00:00:00 0.0,Plumbing,ea,,,,,47.50,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,289 | 226 | 1291,high
Shower Vacuum Breaker,K-9660,,,,,ea,,,,,75.77,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,682 | 653,high
Shower Vacuum Breaker  K-9660-BN  75.768 Ferguson  2025-11-19 00:00:00 1.0 0.0,K-9660,,Ferguson,Shower Vacuum Breaker  K-9660-BN  75.768 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,75.77,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,279 | 216,high
Vacuum Breaker,K-9660,,,,,ea,,,,,75.68,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,647 | 619,high
Vacuum Breaker  K-9660-BV  75.67999999999999 Ferguson  2025-11-19 00:00:00 1.0 0.0,K-9660,,Ferguson,Vacuum Breaker  K-9660-BV  75.67999999999999 Ferguson  2025-11-19 00:00:00 1.0 0.0,,ea,,,,,75.68,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,274 | 202,high
Tub Filler Mount,K-97339,,,,,ea,,,,,177.09,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,651 | 623,high
Tub Filler Mount  K-97339-NA 177.0937 Southern Pipe  2025-11-07 00:00:00 1.0 0.0,K-97339,,,Tub Filler Mount  K-97339-NA 177.0937 Southern Pipe  2025-11-07 00:00:00 1.0 0.0,Plumbing,ea,,,,,177.09,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,276 | 206,high
Shower Slide Bar Trim Kit,K-974,,,,,ea,,,,,53.13,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,684 | 655,high
Shower Slide Bar Trim Kit K-974-BN  53.129999999999995 Ferguson  2025-11-19 00:00:00 1.0 0.0,K-974,,Ferguson,Shower Slide Bar Trim Kit K-974-BN  53.129999999999995 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,53.13,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,281 | 218,high
Diverter Trim,K-T14491,,,,,ea,,,,,286.84,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,643 | 615,high
Diverter Trim  K-T14491-4-BV 286.836 Ferguson 2025-11-19 00:00:00 1.0 0.0,K-T14491,,Ferguson,Diverter Trim  K-T14491-4-BV 286.836 Ferguson 2025-11-19 00:00:00 1.0 0.0,,ea,,,,,286.84,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,270 | 198,high
Soaker Tub Filler w/Diverter,K-T97328,,,,,ea,,,,,2940.35,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,650 | 622,high
Soaker Tub Filler w/Diverter  K-T97328-4-BV  2940.35 Southern Pipe  2025-11-07 00:00:00 1.0 0.0,K-T97328,,,Soaker Tub Filler w/Diverter  K-T97328-4-BV  2940.35 Southern Pipe  2025-11-07 00:00:00 1.0 0.0,Plumbing,ea,,,,,2940.35,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,275 | 205,high
Shower Head & Trim,K-TS14422,,,,,ea,,,,,699.37,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,642 | 614,high
Shower Head & Trim  K-TS14422-4-BV 699.3689999999999 Southern Pipe  2025-11-07 00:00:00 1.0 0.0,K-TS14422,,,Shower Head & Trim  K-TS14422-4-BV 699.3689999999999 Southern Pipe  2025-11-07 00:00:00 1.0 0.0,Plumbing,ea,,,,,699.37,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,269 | 197,high
Shower Trim,K-TS23954,,,,,ea,,,,,160.25,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,855 | 821,high
Shower Trim  K-TS23954-CP  160.24800000000002 Ferguson 2025-11-13 00:00:00 0.0,K-TS23954,,Ferguson,Shower Trim  K-TS23954-CP  160.24800000000002 Ferguson 2025-11-13 00:00:00 0.0,Plumbing,ea,,,,,160.25,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,295 | 233,high
Shower Fixures / Trim,K-TS24617,,,,,ea,,,,,400.00,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,837 | 806,high
Shower Fixures / Trim K-TS24617-4-CP 400 108.02000000000001 Ferguson 2025-11-13 00:00:00 0.0,K-TS24617,,Ferguson,Shower Fixures / Trim K-TS24617-4-CP 400 108.02000000000001 Ferguson 2025-11-13 00:00:00 0.0,Plumbing,ea,,,,,108.02,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,286 | 223,high
Hall Bathroom Plumbing Smart Toilet Casa Diva Home CD-K030PRO 8500 1221.79 1217.42 Casa Diva Home 2026-06-09 00:00:00,K030PRO,,,Hall Bathroom Plumbing Smart Toilet Casa Diva Home CD-K030PRO 8500 1221.79 1217.42 Casa Diva Home 2026-06-09 00:00:00,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx,Sheet1,542,high
Master Bathroom Plumbing Smart Toilet Casa Diva Home CD-K030PRO 2000 1221.79 1217.42 Casa Diva Home 2026-06-09 00:00:00,K030PRO,,,Master Bathroom Plumbing Smart Toilet Casa Diva Home CD-K030PRO 2000 1221.79 1217.42 Casa Diva Home 2026-06-09 00:00:00,Plumbing,ea,,,,,1221.79,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,89 | 76,high
Toilet left Lever - to match,K21265,,,,,ea,,,,,75.04,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,658 | 629,high
Toilet left Lever - to match  K21265-L-BV 75.04 Ferguson  2026-02-16 00:00:00 1.0 0.0,K21265,,Ferguson,Toilet left Lever - to match  K21265-L-BV 75.04 Ferguson  2026-02-16 00:00:00 1.0 0.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,210,high
Toilet Cimarron Tank,K31614,,,Toilet Cimarron Tank,Toilet,ea,,,,,158.91,,,derived,Product_Master_Audit_Pass.xlsx | Product_Master_Warehouse.xlsx,Product_Occurrences | Product_Master | Product Master | Product Occurrences,403 | 385 | 239 | 276,high
Toilet Cimarron Tank  K31614_DRY-0 158.906 Ferguson  2026-04-01 00:00:00 0.0,K31614,,Ferguson,Toilet Cimarron Tank  K31614_DRY-0 158.906 Ferguson  2026-04-01 00:00:00 0.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,129,high
Diverter Valve,K728,,,,,ea,,,,,204.17,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,644 | 616,high
Diverter Valve  K728-K-NA 204.17100000000002 Ferguson  2025-11-19 00:00:00 1.0 0.0,K728,,Ferguson,Diverter Valve  K728-K-NA 204.17100000000002 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,204.17,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,271 | 199,high
Sink,KOHLERCAXTONK-20000-0,,Ferguson,Kohler Caxton K-20000-0,Powder Room,ea,,,,,119.79,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,20,medium
Towel Bar,KOHLERK-21952-BN,,Ferguson,Kohler K-21952-BN,Powder Room,ea,,,,,77.31,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,25,medium
Toilet Paper Holder,KOHLERK-21954-BN,,Ferguson,Kohler K-21954-BN,Powder Room,ea,,,,,63.30,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,24,medium
Kitchen Faucet,KOHLERRIVALK-30469-VS,,Ferguson,Kohler Rival K-30469-VS,Kitchen,ea,,,,,315.23,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,8,medium
Faucet,KOHLERTEMPEREDK-22022-4-BN,,Ferguson,Kohler Tempered K-22022-4-BN,Powder Room,ea,,,,,333.28,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,19,medium
2025-10-24 00:00:00 Elega 24 in. W x 32 in. H Rectangular Aluminum Recessed/Wall Mount Dimmable Fogless Lighted Medicine,LMC2432,,,2025-10-24 00:00:00 Elega 24 in. W x 32 in. H Rectangular Aluminum Recessed/Wall Mount Dimmable Fogless Lighted Medicine Cabinet with Mirror Home Depot  Garwood  Model # BLMC2432,,ea,,,,,,,,derived,compiled_products_db.xlsx,Sheet1,6,high
"T.P. Moen 7-5/8"" x 1"" Grab Bar with Integrated Tissue Holder from the Home Care Collection",LR2352DBN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/moen-lr2352d/s591174?uid=1748229,,derived,Product_Master_Extract.xlsx,Sheet1,16,high
Faucet - Single Handle,M-6903BN,,,,,ea,,,,,418.23,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,675 | 646,high
2 Widespread  Faucets Valves & Drains,M-9000,,,,,ea,,,,,254.23,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,627 | 599,high
2 - Knobs for Cabinet,M379,,,2 - Knobs for Cabinet,Cabinetry,ea,,,,,26.39,https://www.shoptopknobs.com/product/nouveaum379/nouveaum379-1/flat-oval-1-1-2-long-oval-knob-in-brushed-satin-nickel,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,202 | 140 | 158 | 253 | 236,high
2 - Knobs for Cabinet  https://www.shoptopknobs.com/product/nouveaum379/nouveaum379-1/flat-oval-1-1-2-long-oval-knob-in-,M379,,,2 - Knobs for Cabinet  https://www.shoptopknobs.com/product/nouveaum379/nouveaum379-1/flat-oval-1-1-2-long-oval-knob-in-brushed-satin-nickel M379 20 26.39 Top Knobs  2026-04-22 00:00:00 0.0,Cabinetry,ea,,,,nickel,26.39,https://www.shoptopknobs.com/product/nouveaum379/nouveaum379-1/flat-oval-1-1-2-long-oval-knob-in-brushed-satin-nickel,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,136 | 105,high
False,M6802BN,,,,,ea,,,,,209.36,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,563 | 536,high
Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$627.30  https://www.stonepeakceramics.com/product/ikonite-walnut/ USG12MH33,MH3317,,ProSource,Shower Floor tile 4” x 4” Hexagon 18 SQ FT =$627.30  https://www.stonepeakceramics.com/product/ikonite-walnut/ USG12MH3317 730.03 690.03 ProSource  0.0 0.0 0.0,Plumbing,ea,,,,,690.03,https://www.stonepeakceramics.com/product/ikonite-walnut/,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,118,high
"Trim: Pencil 1/2"" x 12""  ML00526 $14.99 Need 26 Ft  449.7 633.9000000000001 RQ 4/19 0.0",ML00526,,,"Trim: Pencil 1/2"" x 12""  ML00526 $14.99 Need 26 Ft  449.7 633.9000000000001 RQ 4/19 0.0",,ea,,,,,14.99,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,64 | 60,high
"Miseno Bella 1.2 GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly
Model: MNO311LCP",MNO311LCP,,Ferguson cancelled BO til end of May,"Miseno Bella 1.2 GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly
Model: MNO311LCP",Faucet,ea,,,,,182.64,https://www.fergusonhome.com/miseno-mno311l/s1963380?uid=4644130,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Product Occurrences,211 | 277 | 259 | 303,high
"Miseno Bella 1.2 GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly
Model: MNO311LCP
 https://www.fergusonhome.co",MNO311LCP,,Amazon,"Miseno Bella 1.2 GPM Widespread Bathroom Faucet with Pop-Up Drain Assembly
Model: MNO311LCP
 https://www.fergusonhome.com/miseno-mno311l/s1963380?uid=4644130 MNO311LCP 182.644 Amazon  129.47 0.0 2026-04-20 00:00:00 Ferguson cancelled BO til end of May",Plumbing,ea,,,,,1.20,https://www.fergusonhome.com/miseno-mno311l/s1963380?uid=4644130,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,248 | 176,high
Electrical,MOVETABLEFIXTUREANDBOX,,Service Plus,Move table fixture and box,Kitchen,ea,,,,,,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,11,medium
"Zenna Home Medicine Cabinet 24"" x 30""  https://www.homedepot.com/p/Zenna-Home-24-in-W-x-30-in-H-Aluminum-Frameless-Bevel",MRA2430,,,"Zenna Home Medicine Cabinet 24"" x 30""  https://www.homedepot.com/p/Zenna-Home-24-in-W-x-30-in-H-Aluminum-Frameless-Beveled-Mirror-Medicine-Cabinet-EMRA2430/207018216 EMRA2430 200 210.492125 Home Depot  2026-03-31 00:00:00 0.0",,ea,,,,,210.49,https://www.homedepot.com/p/Zenna-Home-24-in-W-x-30-in-H-Aluminum-Frameless-Beveled-Mirror-Medicine-Cabinet-EMRA2430/207018216,,derived,compiled_products_db.xlsx,Sheet1,171,high
Electric  LED Lighted Mirror  https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770 MRE13636 450 4,MRE13636,,Ferguson,Electric  LED Lighted Mirror  https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770 MRE13636 450 493.35 493.02 Ferguson  2026-04-22 00:00:00 0.0 0.0 0.0,Electrical,ea,,,,,493.35,https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,141 | 110,high
LED Lighted Mirror,MRE13636,,Ferguson,LED Lighted Mirror,Lighting,ea,,,,,493.02,https://www.fergusonhome.com/elegant-lighting-mre13636/s1604937?uid=3829770,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,213 | 145 | 169 | 273 | 243,high
3 PC,MS776124CSFG,,Ferguson,,,ea,,,,,1420.68,https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4250648,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,216 | 135 | 172,high
Toliets  (3) Toilets - 3 Toto/Seat Included  $477.99 3 PC  https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4,MS776124CSFG,,,Toliets  (3) Toilets - 3 Toto/Seat Included  $477.99 3 PC  https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4250648 MS776124CSFG#01 1350 1481.8 1420.683 Ferguson  2026-04-28 00:00:00 0.0,,ea,,,,,477.99,https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4250648,,derived,compiled_products_db.xlsx,Sheet1,131,high
"Hall Mirror  https://www.amazon.com/dp/B0GVNNH87N?ref_=ppx_printOD_title_dt_b_fed_asin_title_0_0&th=1 32' x24"" Arched  2",NNH87N,,,"Hall Mirror  https://www.amazon.com/dp/B0GVNNH87N?ref_=ppx_printOD_title_dt_b_fed_asin_title_0_0&th=1 32' x24"" Arched  205.66 Amazon 2026-06-05 00:00:00 0.0",,ea,,,,,205.66,https://www.amazon.com/dp/B0GVNNH87N?ref_=ppx_printOD_title_dt_b_fed_asin_title_0_0&th=1,,derived,compiled_products_db.xlsx,Sheet1,105,high
Vanity,NORTHPOINTMAUISLATE,,Hardware Resources S/B 790.50,NorthPoint Maui Slate,Powder Room,ea,,,,,626.08,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,22,medium
Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24,NVENEWHI1224,,,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24,Shower,ea,,,,White,1200.00,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,derived,Product_Master_Audit_Pass.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product_Occurrences | Product_Master | Product Library | Raw Records | Product Master | Product Occurrences,305 | 290 | 222 | 116 | 276 | 194,high
Hardware 2 Liberty,PN0058C,,Home Depot,Hardware 2 Liberty,,ea,,,,,4.72,https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN-C/202021090,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,223 | 85 | 178 | 278 | 95,high
Hardware 2 Liberty  https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN,PN0058C,,Home Depot,Hardware 2 Liberty  https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN-C/202021090 PN0058C-SN-C 4.72 4.72 Home Depot  2026-06-09 00:00:00 0.0,Cabinetry,ea,,,,nickel,4.72,https://www.homedepot.com/p/Liberty-Mia-1-in-25-mm-Modern-Satin-Nickel-Round-Cabinet-Knob-PN0058C-SN-C/202021090,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,80 | 71,high
"Shower Feature Wall Tile 36"" 36"" Niche 10 SQ FT =175.50 https://www.msisurfaces.com/natural-stone-mosaics/cecily-pattern",POL10MM,,,"Shower Feature Wall Tile 36"" 36"" Niche 10 SQ FT =175.50 https://www.msisurfaces.com/natural-stone-mosaics/cecily-pattern-polished/ SMOT-CECILY-POL10MM 193.05 220.077 ProSource  0.0 0.0 0.0",,ea,,,,,175.50,https://www.msisurfaces.com/natural-stone-mosaics/cecily-pattern-polished/,,derived,compiled_products_db.xlsx,Sheet1,151,high
"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000,,,,,ea,,,,,77.79,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,225 | 212,high
"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000-UNWSHF,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,13,medium
Delta Diverter Rough-In Valve for Delta 3 Function and 6 Function Diverter Trims,R11000,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,12,medium
Vanity Light,"REGENCYHILLMENCINO28""",,Lamps Plus,"Regency Hill Mencino 28""",Powder Room,ea,,,,,223.87,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,17,medium
Kitchen Sink,RUVATIRVH8350,,Ferguson,Ruvati RVH8350,Kitchen,ea,,,,,603.90,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,9,medium
Sink -,RVH8310,,,,,ea,,,,,1250.00,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,800 | 769,high
Sink -  RVH8310  1250 511.093 Ferguson Home  2025-09-11 00:00:00 0.0,RVH8310,,Ferguson,Sink -  RVH8310  1250 511.093 Ferguson Home  2025-09-11 00:00:00 0.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,220,high
Sink -,RVM4350,,Ferguson,,Sink,ea,,,,,307.20,https://www.fergusonhome.com/ruvati-rvm4350/s1437586?uid=3385574,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,234 | 127 | 184,high
Shower Arm,S122BG,,,,,ea,,,,,104.88,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,617 | 589,high
Shower Arm  S122BG 104.88499999999999 Ferguson  2025-11-19 00:00:00 1.0 0.0,S122BG,,Ferguson,Shower Arm  S122BG 104.88499999999999 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,189,high
Tub Drain Kit  https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900 B2S24PZLCP 49.093 Ferguson  0,S24PZLCP,,,Tub Drain Kit  https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900 B2S24PZLCP 49.093 Ferguson  0.0,,ea,,,,,49.09,https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900,,derived,compiled_products_db.xlsx,Sheet1,75,high
Shower Head,S6365BN,,,,,ea,,,,,308.59,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,678 | 649,high
Shower Head  S6365BN 308.59400000000005 Ferguson  2025-11-19 00:00:00 1.0 0.0,S6365BN,,Ferguson,Shower Head  S6365BN 308.59400000000005 Ferguson  2025-11-19 00:00:00 1.0 0.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,213,high
Cabinet Pulls,SATINNICKELPULLSIVAN128(3),,Hardware Resources,Satin Nickel Pulls Ivan 128 (3),Powder Room,ea,,,,,38.07,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,23,medium
Plug for the tub - 4 holes,SH131WH,,Gferguson,,Tub,ea,,,,,20.23,https://www.fergusonhome.com/search?term=SH131WH,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,237 | 240 | 187,high
